session_duration,command_count,failed_logins,common_commands_enc,label
113,0.0,1.0,5,Brute Force
297,15.0,1.0,4,Command Injection
84,3.0,4.0,5,Brute Force
154,5.0,0.0,3,Command Injection
54,9.0,0.0,4,Command Injection
42,0.0,7.0,5,Brute Force
68,2.0,9.0,5,Brute Force
109,1.0,2.0,5,Brute Force
189,6.0,2.0,5,Other
91,3.0,1.0,5,Brute Force
85,3.0,4.0,5,Brute Force
102,10.0,0.0,4,Command Injection
39,5.0,0.0,5,Command Injection
34,1.0,1.0,5,Brute Force
172,5.0,0.0,4,Command Injection
18,3.0,7.0,5,Brute Force
331,26.0,1.0,4,Command Injection
51,20.0,0.0,5,Command Injection
375,6.0,1.0,8,Command Injection
55,1.0,9.0,5,Brute Force
96,0.0,6.0,5,Brute Force
61,0.0,2.0,5,Brute Force
69,4.0,5.0,5,Brute Force
95,10.0,1.0,3,Command Injection
62,8.0,1.0,4,Command Injection
263,17.0,0.0,3,Command Injection
260,21.0,0.0,3,Command Injection
47,21.0,1.0,8,Command Injection
189,24.0,1.0,8,Command Injection
134,7.0,1.0,5,Command Injection
330,8.0,0.0,5,Command Injection
261,13.0,0.0,4,Command Injection
399,22.0,1.0,8,Command Injection
139,22.0,1.0,3,Command Injection
236,15.0,1.0,8,Command Injection
388,10.0,0.0,3,Command Injection
272,28.0,1.0,2,Command Injection
125,13.0,0.0,5,Command Injection
80,21.0,1.0,4,Command Injection
108,10.0,0.0,8,Command Injection
177,0.0,0.0,5,Other
176,11.0,1.0,8,Command Injection
219,11.0,1.0,5,Command Injection
34,2.0,7.0,5,Brute Force
103,2.0,8.0,5,Brute Force
99,0.0,6.0,5,Brute Force
110,2.0,1.0,5,Brute Force
107,8.0,0.0,5,Command Injection
50,14.0,1.0,8,Command Injection
100,10.0,0.0,4,Command Injection
39,16.0,0.0,2,Command Injection
105,26.0,0.0,4,Command Injection
225,9.0,0.0,5,Command Injection
292,21.0,1.0,2,Command Injection
215,6.0,1.0,8,Command Injection
52,2.0,1.0,5,Brute Force
360,28.0,0.0,4,Command Injection
101,15.0,1.0,3,Command Injection
71,21.0,1.0,5,Command Injection
85,6.0,0.0,5,Other
6,4.0,5.0,5,Brute Force
263,23.0,1.0,5,Command Injection
161,12.0,0.0,4,Command Injection
326,21.0,0.0,5,Command Injection
340,27.0,1.0,2,Command Injection
341,16.0,0.0,4,Command Injection
247,21.0,1.0,4,Command Injection
375,18.0,0.0,4,Command Injection
333,24.0,1.0,4,Command Injection
300,5.0,1.0,4,Command Injection
285,25.0,0.0,5,Command Injection
226,7.0,0.0,5,Command Injection
37,1.0,8.0,5,Brute Force
169,20.0,0.0,3,Command Injection
79,4.0,9.0,5,Brute Force
144,2.0,2.0,5,Other
92,4.0,5.0,5,Brute Force
135,13.0,1.0,4,Command Injection
111,17.0,1.0,5,Command Injection
309,12.0,0.0,5,Command Injection
74,4.0,5.0,5,Brute Force
333,16.0,0.0,4,Command Injection
38,3.0,5.0,5,Brute Force
70,25.0,0.0,5,Command Injection
377,10.0,0.0,3,Command Injection
127,14.0,0.0,4,Command Injection
51,16.0,1.0,4,Command Injection
40,2.0,8.0,5,Brute Force
82,22.0,0.0,3,Command Injection
281,12.0,1.0,4,Command Injection
197,23.0,0.0,5,Command Injection
131,3.0,2.0,5,Other
50,0.0,2.0,5,Brute Force
214,7.0,1.0,2,Command Injection
98,4.0,7.0,5,Brute Force
187,9.0,1.0,5,Other
48,4.0,7.0,5,Brute Force
126,0.0,1.0,5,Other
123,5.0,0.0,5,Other
46,4.0,9.0,5,Brute Force
37,13.0,0.0,3,Command Injection
322,29.0,1.0,8,Command Injection
117,15.0,1.0,8,Command Injection
15,9.0,2.0,5,Other
47,4.0,4.0,5,Brute Force
25,2.0,5.0,5,Brute Force
92,27.0,0.0,5,Command Injection
49,2.0,5.0,5,Brute Force
349,26.0,0.0,4,Command Injection
101,10.0,1.0,5,Command Injection
63,29.0,1.0,5,Command Injection
136,7.0,0.0,5,Command Injection
127,28.0,0.0,4,Command Injection
310,8.0,1.0,3,Command Injection
293,18.0,1.0,4,Command Injection
340,6.0,0.0,8,Command Injection
15,0.0,6.0,5,Brute Force
16,1.0,6.0,5,Brute Force
112,4.0,6.0,5,Brute Force
23,0.0,5.0,5,Brute Force
53,3.0,8.0,5,Brute Force
107,6.0,0.0,4,Command Injection
337,8.0,0.0,5,Command Injection
83,14.0,0.0,3,Command Injection
5,4.0,5.0,5,Brute Force
35,25.0,1.0,5,Command Injection
332,12.0,0.0,5,Command Injection
56,3.0,8.0,5,Brute Force
139,12.0,1.0,3,Command Injection
82,3.0,1.0,5,Brute Force
245,12.0,0.0,5,Command Injection
361,28.0,0.0,5,Command Injection
385,29.0,1.0,4,Command Injection
206,26.0,0.0,8,Command Injection
75,2.0,8.0,5,Brute Force
362,16.0,0.0,5,Command Injection
142,17.0,1.0,2,Command Injection
349,8.0,1.0,5,Command Injection
340,16.0,0.0,5,Command Injection
2,6.0,1.0,5,Other
124,9.0,0.0,4,Command Injection
385,11.0,1.0,5,Command Injection
104,3.0,9.0,5,Brute Force
84,0.0,1.0,5,Other
207,14.0,0.0,5,Command Injection
13,2.0,7.0,5,Brute Force
81,3.0,9.0,5,Brute Force
208,8.0,0.0,3,Command Injection
165,1.0,2.0,5,Other
190,10.0,1.0,5,Command Injection
167,23.0,0.0,4,Command Injection
199,1.0,1.0,5,Other
16,1.0,1.0,5,Brute Force
385,6.0,1.0,5,Command Injection
50,2.0,7.0,5,Brute Force
9,1.0,0.0,5,Other
101,0.0,7.0,5,Brute Force
96,2.0,0.0,5,Other
86,27.0,1.0,3,Command Injection
109,0.0,1.0,5,Other
333,28.0,1.0,3,Command Injection
15,1.0,8.0,5,Brute Force
118,4.0,2.0,5,Brute Force
390,9.0,0.0,5,Command Injection
199,19.0,0.0,2,Command Injection
71,21.0,0.0,4,Command Injection
24,2.0,5.0,5,Brute Force
183,21.0,1.0,5,Command Injection
209,14.0,1.0,2,Command Injection
172,11.0,1.0,5,Command Injection
80,4.0,9.0,5,Brute Force
48,1.0,3.0,5,Brute Force
248,13.0,0.0,5,Command Injection
100,3.0,5.0,5,Brute Force
188,4.0,0.0,5,Other
246,12.0,1.0,3,Command Injection
354,18.0,1.0,5,Command Injection
277,21.0,0.0,3,Command Injection
82,3.0,8.0,5,Brute Force
98,10.0,1.0,4,Command Injection
311,6.0,1.0,5,Command Injection
210,15.0,1.0,8,Command Injection
248,26.0,0.0,4,Command Injection
258,9.0,0.0,4,Command Injection
160,20.0,0.0,4,Command Injection
358,16.0,1.0,4,Command Injection
396,6.0,1.0,5,Command Injection
311,16.0,0.0,4,Command Injection
75,3.0,7.0,5,Brute Force
61,2.0,8.0,5,Brute Force
288,7.0,1.0,8,Command Injection
339,29.0,1.0,2,Command Injection
199,1.0,2.0,5,Other
239,11.0,0.0,2,Command Injection
141,18.0,1.0,5,Command Injection
321,12.0,1.0,5,Command Injection
149,3.0,0.0,5,Other
266,27.0,1.0,5,Command Injection
94,13.0,1.0,5,Command Injection
228,24.0,1.0,5,Command Injection
324,26.0,0.0,4,Command Injection
36,18.0,1.0,2,Command Injection
58,20.0,1.0,2,Command Injection
106,16.0,1.0,3,Command Injection
104,13.0,1.0,8,Command Injection
244,27.0,1.0,5,Command Injection
382,14.0,1.0,5,Command Injection
318,8.0,1.0,2,Command Injection
391,22.0,0.0,2,Command Injection
60,7.0,2.0,5,Other
85,4.0,7.0,5,Brute Force
319,11.0,0.0,2,Command Injection
136,5.0,1.0,2,Command Injection
144,20.0,0.0,5,Command Injection
130,6.0,0.0,5,Command Injection
309,28.0,0.0,4,Command Injection
382,12.0,1.0,5,Command Injection
6,4.0,0.0,5,Other
122,23.0,0.0,5,Command Injection
312,11.0,1.0,5,Command Injection
253,18.0,0.0,4,Command Injection
69,8.0,1.0,4,Command Injection
75,16.0,0.0,5,Command Injection
386,10.0,0.0,4,Command Injection
9,4.0,8.0,5,Brute Force
10,2.0,2.0,5,Brute Force
252,29.0,0.0,4,Command Injection
159,7.0,1.0,3,Command Injection
59,6.0,0.0,5,Other
43,2.0,8.0,5,Brute Force
153,25.0,1.0,4,Command Injection
31,0.0,1.0,5,Brute Force
67,2.0,4.0,5,Brute Force
110,4.0,4.0,5,Brute Force
289,14.0,1.0,8,Command Injection
201,29.0,1.0,2,Command Injection
115,20.0,0.0,8,Command Injection
59,2.0,9.0,5,Brute Force
6,4.0,7.0,5,Brute Force
41,4.0,8.0,5,Brute Force
318,28.0,1.0,5,Command Injection
92,20.0,0.0,4,Command Injection
137,9.0,0.0,5,Other
58,3.0,4.0,5,Brute Force
22,0.0,2.0,5,Other
45,6.0,0.0,2,Command Injection
247,29.0,0.0,4,Command Injection
364,28.0,0.0,3,Command Injection
88,2.0,7.0,5,Brute Force
57,25.0,0.0,5,Command Injection
383,7.0,1.0,5,Command Injection
118,2.0,2.0,5,Other
17,0.0,1.0,5,Other
43,23.0,0.0,5,Command Injection
187,1.0,2.0,5,Other
319,20.0,0.0,5,Command Injection
26,2.0,2.0,5,Other
357,15.0,0.0,5,Command Injection
20,7.0,1.0,5,Other
335,12.0,0.0,8,Command Injection
49,4.0,6.0,5,Brute Force
254,6.0,1.0,4,Command Injection
22,3.0,3.0,5,Brute Force
302,21.0,0.0,3,Command Injection
52,13.0,0.0,4,Command Injection
270,22.0,1.0,5,Command Injection
268,17.0,1.0,4,Command Injection
385,13.0,1.0,3,Command Injection
165,27.0,0.0,3,Command Injection
47,11.0,0.0,5,Command Injection
128,24.0,0.0,8,Command Injection
243,29.0,1.0,4,Command Injection
133,10.0,1.0,5,Command Injection
40,0.0,9.0,5,Brute Force
89,2.0,3.0,5,Brute Force
107,4.0,5.0,5,Brute Force
105,3.0,1.0,5,Brute Force
33,1.0,9.0,5,Brute Force
330,16.0,0.0,5,Command Injection
165,8.0,1.0,5,Other
341,26.0,1.0,4,Command Injection
148,2.0,2.0,5,Other
57,24.0,0.0,5,Command Injection
72,4.0,1.0,5,Other
70,4.0,3.0,5,Brute Force
315,10.0,1.0,5,Command Injection
242,20.0,0.0,5,Command Injection
82,0.0,6.0,5,Brute Force
17,1.0,3.0,5,Brute Force
42,1.0,9.0,5,Brute Force
14,1.0,0.0,5,Other
44,3.0,7.0,5,Brute Force
153,25.0,1.0,8,Command Injection
144,16.0,1.0,2,Command Injection
276,9.0,0.0,2,Command Injection
253,28.0,0.0,5,Command Injection
69,19.0,0.0,8,Command Injection
52,19.0,1.0,4,Command Injection
72,11.0,1.0,3,Command Injection
28,2.0,7.0,5,Brute Force
312,11.0,0.0,2,Command Injection
74,1.0,1.0,5,Other
197,26.0,0.0,8,Command Injection
55,2.0,1.0,5,Brute Force
123,21.0,0.0,4,Command Injection
386,7.0,1.0,4,Command Injection
27,3.0,9.0,5,Brute Force
53,4.0,9.0,5,Brute Force
163,10.0,1.0,4,Command Injection
42,1.0,4.0,5,Brute Force
232,20.0,1.0,2,Command Injection
395,24.0,0.0,5,Command Injection
148,7.0,2.0,5,Other
18,2.0,6.0,5,Brute Force
113,5.0,1.0,8,Command Injection
107,3.0,3.0,5,Brute Force
62,3.0,8.0,5,Brute Force
82,4.0,3.0,5,Brute Force
225,18.0,0.0,5,Command Injection
341,18.0,0.0,4,Command Injection
47,0.0,2.0,5,Brute Force
344,9.0,0.0,5,Command Injection
263,28.0,1.0,5,Command Injection
100,20.0,1.0,4,Command Injection
292,23.0,0.0,3,Command Injection
371,6.0,1.0,4,Command Injection
60,3.0,7.0,5,Brute Force
176,11.0,1.0,5,Command Injection
78,8.0,2.0,5,Other
65,3.0,8.0,5,Brute Force
93,0.0,3.0,5,Brute Force
250,12.0,0.0,5,Command Injection
30,4.0,3.0,5,Brute Force
75,0.0,1.0,5,Brute Force
52,4.0,4.0,5,Brute Force
50,0.0,4.0,5,Brute Force
151,26.0,0.0,3,Command Injection
137,20.0,1.0,4,Command Injection
99,4.0,5.0,5,Brute Force
30,0.0,4.0,5,Brute Force
45,18.0,0.0,8,Command Injection
119,4.0,6.0,5,Brute Force
326,18.0,0.0,4,Command Injection
38,0.0,9.0,5,Brute Force
85,3.0,2.0,5,Brute Force
323,20.0,1.0,4,Command Injection
127,23.0,1.0,4,Command Injection
209,24.0,1.0,5,Command Injection
29,1.0,3.0,5,Brute Force
111,16.0,1.0,5,Command Injection
59,2.0,8.0,5,Brute Force
74,14.0,0.0,5,Command Injection
75,8.0,0.0,5,Other
305,6.0,0.0,4,Command Injection
125,28.0,1.0,5,Command Injection
279,12.0,1.0,3,Command Injection
19,3.0,9.0,5,Brute Force
240,29.0,1.0,2,Command Injection
107,3.0,1.0,5,Other
10,6.0,1.0,5,Other
86,5.0,1.0,8,Command Injection
48,3.0,6.0,5,Brute Force
350,26.0,0.0,4,Command Injection
193,5.0,0.0,4,Command Injection
182,25.0,0.0,8,Command Injection
319,8.0,0.0,2,Command Injection
275,8.0,0.0,4,Command Injection
300,23.0,1.0,3,Command Injection
61,2.0,3.0,5,Brute Force
140,8.0,0.0,5,Other
25,2.0,5.0,5,Brute Force
46,3.0,5.0,5,Brute Force
59,18.0,0.0,8,Command Injection
48,1.0,3.0,5,Brute Force
201,7.0,1.0,5,Command Injection
263,14.0,1.0,5,Command Injection
181,12.0,0.0,8,Command Injection
227,19.0,1.0,5,Command Injection
50,4.0,6.0,5,Brute Force
57,4.0,1.0,5,Brute Force
55,9.0,0.0,5,Other
71,2.0,5.0,5,Brute Force
234,10.0,0.0,5,Command Injection
71,4.0,0.0,5,Other
59,3.0,7.0,5,Brute Force
36,22.0,1.0,5,Command Injection
82,1.0,2.0,5,Other
398,11.0,0.0,5,Command Injection
78,12.0,1.0,8,Command Injection
19,4.0,1.0,5,Brute Force
288,21.0,1.0,5,Command Injection
344,22.0,0.0,4,Command Injection
30,8.0,0.0,5,Other
132,19.0,1.0,5,Command Injection
117,0.0,1.0,5,Other
16,3.0,2.0,5,Brute Force
283,6.0,0.0,5,Command Injection
91,3.0,8.0,5,Brute Force
326,24.0,1.0,5,Command Injection
297,25.0,0.0,8,Command Injection
280,8.0,0.0,5,Command Injection
66,26.0,0.0,5,Command Injection
314,14.0,1.0,8,Command Injection
313,29.0,1.0,2,Command Injection
145,7.0,1.0,5,Command Injection
300,8.0,1.0,8,Command Injection
33,1.0,5.0,5,Brute Force
129,0.0,2.0,5,Other
308,15.0,0.0,5,Command Injection
41,0.0,4.0,5,Brute Force
334,21.0,1.0,5,Command Injection
43,3.0,8.0,5,Brute Force
368,8.0,1.0,5,Command Injection
19,4.0,2.0,5,Brute Force
288,5.0,1.0,8,Command Injection
320,29.0,0.0,5,Command Injection
81,18.0,0.0,5,Command Injection
327,21.0,1.0,8,Command Injection
31,2.0,1.0,5,Other
245,11.0,1.0,5,Command Injection
62,4.0,7.0,5,Brute Force
66,4.0,9.0,5,Brute Force
114,1.0,7.0,5,Brute Force
122,8.0,0.0,5,Command Injection
30,2.0,4.0,5,Brute Force
178,1.0,1.0,5,Other
113,25.0,0.0,4,Command Injection
30,3.0,9.0,5,Brute Force
179,14.0,0.0,8,Command Injection
185,18.0,1.0,4,Command Injection
218,7.0,1.0,5,Command Injection
210,25.0,0.0,5,Command Injection
240,21.0,0.0,5,Command Injection
225,16.0,0.0,4,Command Injection
137,3.0,0.0,5,Other
85,2.0,5.0,5,Brute Force
243,16.0,0.0,5,Command Injection
24,3.0,9.0,5,Brute Force
115,2.0,2.0,5,Brute Force
42,4.0,3.0,5,Brute Force
209,12.0,0.0,5,Command Injection
183,4.0,0.0,5,Other
110,1.0,7.0,5,Brute Force
131,19.0,0.0,2,Command Injection
128,9.0,2.0,5,Other
61,17.0,0.0,4,Command Injection
386,12.0,1.0,2,Command Injection
201,8.0,0.0,3,Command Injection
319,25.0,1.0,8,Command Injection
30,2.0,8.0,5,Brute Force
90,4.0,8.0,5,Brute Force
108,4.0,2.0,5,Other
78,18.0,1.0,8,Command Injection
397,9.0,1.0,5,Command Injection
155,24.0,1.0,8,Command Injection
192,25.0,1.0,4,Command Injection
221,25.0,1.0,3,Command Injection
161,23.0,0.0,2,Command Injection
312,12.0,1.0,5,Command Injection
102,4.0,6.0,5,Brute Force
147,24.0,0.0,4,Command Injection
171,0.0,1.0,5,Other
130,5.0,2.0,5,Other
380,15.0,1.0,4,Command Injection
100,1.0,7.0,5,Brute Force
67,1.0,3.0,5,Brute Force
197,2.0,1.0,5,Other
10,1.0,6.0,5,Brute Force
69,26.0,1.0,2,Command Injection
50,4.0,9.0,5,Brute Force
302,8.0,1.0,8,Command Injection
91,5.0,0.0,5,Command Injection
149,12.0,0.0,5,Command Injection
347,15.0,0.0,4,Command Injection
152,10.0,0.0,4,Command Injection
25,0.0,3.0,5,Brute Force
50,11.0,0.0,8,Command Injection
160,18.0,1.0,5,Command Injection
85,28.0,1.0,2,Command Injection
90,2.0,5.0,5,Brute Force
162,11.0,0.0,5,Command Injection
12,0.0,5.0,5,Brute Force
145,21.0,0.0,8,Command Injection
67,19.0,0.0,5,Command Injection
144,8.0,0.0,5,Command Injection
74,6.0,1.0,5,Other
71,0.0,1.0,5,Brute Force
246,16.0,0.0,5,Command Injection
76,1.0,9.0,5,Brute Force
91,2.0,2.0,5,Brute Force
34,2.0,1.0,5,Brute Force
21,2.0,2.0,5,Brute Force
68,0.0,4.0,5,Brute Force
108,9.0,0.0,8,Command Injection
76,3.0,3.0,5,Brute Force
5,1.0,7.0,5,Brute Force
189,9.0,0.0,3,Command Injection
31,23.0,1.0,4,Command Injection
281,19.0,1.0,4,Command Injection
365,29.0,0.0,5,Command Injection
341,21.0,1.0,2,Command Injection
45,4.0,8.0,5,Brute Force
272,14.0,0.0,4,Command Injection
269,5.0,0.0,5,Command Injection
41,3.0,1.0,5,Brute Force
246,19.0,1.0,4,Command Injection
159,8.0,1.0,5,Other
42,3.0,2.0,5,Brute Force
162,28.0,0.0,5,Command Injection
63,4.0,2.0,5,Brute Force
109,6.0,1.0,3,Command Injection
219,6.0,1.0,5,Command Injection
233,20.0,0.0,8,Command Injection
309,23.0,1.0,5,Command Injection
33,5.0,1.0,5,Command Injection
204,27.0,0.0,3,Command Injection
113,17.0,0.0,4,Command Injection
252,24.0,0.0,4,Command Injection
15,2.0,3.0,5,Brute Force
398,19.0,1.0,5,Command Injection
298,28.0,0.0,5,Command Injection
43,28.0,0.0,4,Command Injection
86,11.0,1.0,5,Command Injection
385,8.0,1.0,2,Command Injection
37,26.0,0.0,3,Command Injection
13,3.0,8.0,5,Brute Force
392,17.0,1.0,3,Command Injection
71,6.0,1.0,4,Command Injection
160,8.0,2.0,5,Other
295,19.0,1.0,5,Command Injection
149,21.0,0.0,5,Command Injection
25,4.0,3.0,5,Brute Force
139,19.0,1.0,3,Command Injection
241,12.0,1.0,3,Command Injection
261,18.0,1.0,5,Command Injection
375,16.0,0.0,5,Command Injection
351,28.0,0.0,4,Command Injection
114,7.0,0.0,4,Command Injection
203,11.0,1.0,3,Command Injection
21,4.0,4.0,5,Brute Force
56,2.0,4.0,5,Brute Force
275,14.0,0.0,5,Command Injection
46,23.0,0.0,5,Command Injection
158,17.0,0.0,4,Command Injection
92,4.0,6.0,5,Brute Force
119,4.0,1.0,5,Other
45,3.0,6.0,5,Brute Force
96,7.0,1.0,5,Command Injection
142,25.0,0.0,8,Command Injection
387,19.0,0.0,4,Command Injection
373,24.0,1.0,5,Command Injection
329,15.0,0.0,5,Command Injection
57,13.0,1.0,2,Command Injection
259,20.0,1.0,4,Command Injection
235,19.0,1.0,4,Command Injection
166,14.0,1.0,5,Command Injection
49,4.0,5.0,5,Brute Force
174,29.0,1.0,4,Command Injection
249,29.0,0.0,3,Command Injection
81,3.0,6.0,5,Brute Force
390,19.0,1.0,5,Command Injection
111,0.0,0.0,5,Other
160,21.0,1.0,8,Command Injection
185,8.0,2.0,5,Other
152,9.0,0.0,5,Other
307,20.0,0.0,4,Command Injection
70,29.0,1.0,4,Command Injection
86,2.0,6.0,5,Brute Force
380,11.0,0.0,4,Command Injection
30,7.0,0.0,5,Other
123,2.0,1.0,5,Other
67,4.0,4.0,5,Brute Force
270,28.0,1.0,3,Command Injection
147,9.0,1.0,5,Other
249,18.0,1.0,3,Command Injection
157,2.0,0.0,5,Other
106,2.0,3.0,5,Brute Force
230,18.0,1.0,5,Command Injection
260,24.0,1.0,8,Command Injection
6,4.0,1.0,5,Brute Force
397,19.0,1.0,5,Command Injection
339,22.0,0.0,5,Command Injection
270,25.0,1.0,5,Command Injection
28,0.0,8.0,5,Brute Force
183,17.0,0.0,5,Command Injection
201,10.0,0.0,2,Command Injection
356,19.0,0.0,4,Command Injection
70,20.0,1.0,5,Command Injection
229,14.0,1.0,5,Command Injection
46,1.0,9.0,5,Brute Force
189,2.0,1.0,5,Other
76,2.0,2.0,5,Brute Force
139,23.0,0.0,4,Command Injection
92,7.0,0.0,4,Command Injection
177,18.0,0.0,5,Command Injection
82,1.0,9.0,5,Brute Force
117,4.0,6.0,5,Brute Force
89,3.0,1.0,5,Brute Force
118,8.0,1.0,4,Command Injection
222,17.0,0.0,5,Command Injection
48,1.0,8.0,5,Brute Force
85,0.0,4.0,5,Brute Force
97,17.0,1.0,5,Command Injection
12,1.0,9.0,5,Brute Force
391,14.0,1.0,4,Command Injection
319,27.0,0.0,5,Command Injection
16,3.0,4.0,5,Brute Force
89,1.0,4.0,5,Brute Force
55,4.0,5.0,5,Brute Force
261,29.0,0.0,5,Command Injection
64,22.0,1.0,5,Command Injection
61,11.0,1.0,3,Command Injection
382,12.0,1.0,4,Command Injection
289,29.0,1.0,3,Command Injection
193,22.0,1.0,5,Command Injection
92,18.0,0.0,5,Command Injection
163,22.0,1.0,5,Command Injection
162,5.0,2.0,5,Other
127,12.0,0.0,2,Command Injection
23,3.0,3.0,5,Brute Force
136,19.0,0.0,5,Command Injection
41,0.0,3.0,5,Brute Force
189,17.0,0.0,3,Command Injection
21,1.0,7.0,5,Brute Force
372,16.0,0.0,4,Command Injection
2,0.0,1.0,5,Other
360,7.0,1.0,5,Command Injection
172,17.0,0.0,5,Command Injection
140,0.0,0.0,5,Other
66,1.0,8.0,5,Brute Force
175,7.0,0.0,5,Other
44,15.0,1.0,5,Command Injection
48,4.0,1.0,5,Other
211,17.0,1.0,5,Command Injection
18,0.0,3.0,5,Brute Force
128,1.0,2.0,5,Other
183,19.0,0.0,2,Command Injection
9,4.0,4.0,5,Brute Force
372,26.0,0.0,8,Command Injection
280,24.0,1.0,4,Command Injection
194,20.0,1.0,5,Command Injection
225,15.0,0.0,8,Command Injection
100,1.0,6.0,5,Brute Force
286,15.0,1.0,5,Command Injection
255,21.0,0.0,4,Command Injection
110,2.0,1.0,5,Brute Force
175,22.0,1.0,4,Command Injection
265,29.0,1.0,2,Command Injection
103,4.0,9.0,5,Brute Force
71,12.0,1.0,4,Command Injection
51,3.0,9.0,5,Brute Force
190,27.0,1.0,2,Command Injection
256,19.0,0.0,5,Command Injection
214,19.0,0.0,5,Command Injection
304,15.0,0.0,8,Command Injection
344,16.0,1.0,4,Command Injection
343,15.0,1.0,4,Command Injection
17,5.0,0.0,5,Other
32,27.0,0.0,4,Command Injection
94,2.0,2.0,5,Brute Force
98,10.0,1.0,2,Command Injection
333,9.0,1.0,3,Command Injection
264,29.0,1.0,4,Command Injection
79,11.0,1.0,2,Command Injection
45,2.0,5.0,5,Brute Force
37,1.0,4.0,5,Brute Force
109,2.0,6.0,5,Brute Force
319,27.0,0.0,8,Command Injection
224,8.0,0.0,5,Command Injection
156,26.0,0.0,8,Command Injection
45,1.0,9.0,5,Brute Force
272,10.0,1.0,5,Command Injection
62,0.0,1.0,5,Brute Force
182,26.0,0.0,2,Command Injection
277,17.0,0.0,2,Command Injection
54,3.0,3.0,5,Brute Force
210,16.0,0.0,5,Command Injection
94,28.0,1.0,8,Command Injection
121,28.0,0.0,5,Command Injection
107,17.0,1.0,5,Command Injection
178,15.0,1.0,5,Command Injection
66,0.0,2.0,5,Other
85,4.0,4.0,5,Brute Force
257,7.0,1.0,3,Command Injection
390,28.0,0.0,4,Command Injection
67,2.0,1.0,5,Brute Force
322,20.0,1.0,5,Command Injection
338,28.0,0.0,2,Command Injection
394,24.0,0.0,4,Command Injection
126,18.0,0.0,5,Command Injection
143,8.0,0.0,5,Command Injection
115,2.0,6.0,5,Brute Force
55,2.0,1.0,5,Other
194,6.0,1.0,8,Command Injection
19,3.0,6.0,5,Brute Force
127,9.0,0.0,5,Other
228,12.0,0.0,4,Command Injection
150,26.0,0.0,5,Command Injection
119,0.0,9.0,5,Brute Force
27,1.0,1.0,5,Brute Force
86,26.0,1.0,4,Command Injection
233,13.0,0.0,2,Command Injection
28,4.0,4.0,5,Brute Force
376,22.0,0.0,3,Command Injection
37,19.0,1.0,4,Command Injection
319,8.0,0.0,5,Command Injection
39,4.0,2.0,5,Brute Force
58,0.0,3.0,5,Brute Force
195,17.0,1.0,4,Command Injection
373,20.0,0.0,8,Command Injection
228,24.0,0.0,5,Command Injection
94,21.0,1.0,5,Command Injection
284,16.0,0.0,3,Command Injection
119,1.0,7.0,5,Brute Force
55,3.0,8.0,5,Brute Force
264,22.0,0.0,2,Command Injection
184,6.0,2.0,5,Other
395,22.0,0.0,8,Command Injection
76,9.0,0.0,5,Command Injection
335,6.0,0.0,5,Command Injection
136,13.0,0.0,2,Command Injection
73,4.0,9.0,5,Brute Force
31,0.0,2.0,5,Other
106,0.0,2.0,5,Brute Force
41,3.0,6.0,5,Brute Force
302,20.0,1.0,8,Command Injection
164,18.0,1.0,4,Command Injection
34,8.0,2.0,5,Other
110,1.0,9.0,5,Brute Force
116,3.0,6.0,5,Brute Force
168,11.0,1.0,5,Command Injection
119,2.0,2.0,5,Other
77,0.0,7.0,5,Brute Force
169,17.0,1.0,4,Command Injection
344,12.0,0.0,2,Command Injection
52,22.0,1.0,4,Command Injection
149,4.0,2.0,5,Other
44,4.0,5.0,5,Brute Force
48,3.0,7.0,5,Brute Force
57,8.0,0.0,2,Command Injection
232,14.0,0.0,4,Command Injection
43,2.0,3.0,5,Brute Force
335,18.0,1.0,4,Command Injection
232,16.0,0.0,5,Command Injection
220,20.0,1.0,5,Command Injection
94,1.0,0.0,5,Other
387,18.0,1.0,2,Command Injection
93,12.0,1.0,4,Command Injection
105,4.0,1.0,5,Brute Force
70,3.0,7.0,5,Brute Force
21,2.0,4.0,5,Brute Force
318,16.0,1.0,5,Command Injection
230,11.0,1.0,8,Command Injection
362,5.0,1.0,8,Command Injection
329,12.0,1.0,5,Command Injection
341,28.0,1.0,5,Command Injection
98,2.0,3.0,5,Brute Force
254,26.0,0.0,5,Command Injection
51,23.0,1.0,5,Command Injection
39,22.0,0.0,3,Command Injection
325,23.0,0.0,3,Command Injection
172,28.0,1.0,8,Command Injection
381,23.0,1.0,4,Command Injection
68,1.0,2.0,5,Brute Force
172,5.0,0.0,2,Command Injection
231,26.0,1.0,5,Command Injection
54,3.0,0.0,5,Other
37,0.0,5.0,5,Brute Force
53,19.0,0.0,8,Command Injection
73,4.0,6.0,5,Brute Force
250,12.0,1.0,5,Command Injection
27,4.0,6.0,5,Brute Force
5,2.0,8.0,5,Brute Force
28,3.0,6.0,5,Brute Force
243,29.0,0.0,5,Command Injection
117,0.0,9.0,5,Brute Force
115,1.0,4.0,5,Brute Force
106,0.0,8.0,5,Brute Force
89,0.0,7.0,5,Brute Force
192,8.0,1.0,5,Command Injection
117,9.0,0.0,3,Command Injection
313,27.0,0.0,4,Command Injection
70,29.0,1.0,4,Command Injection
47,28.0,0.0,4,Command Injection
260,17.0,0.0,4,Command Injection
38,0.0,3.0,5,Brute Force
242,17.0,1.0,5,Command Injection
190,12.0,1.0,8,Command Injection
104,18.0,0.0,5,Command Injection
175,9.0,1.0,2,Command Injection
